"Vertipaq","Vertipaq"
"VHLOOKUP","قىممەت ئىزدەش"
"Video","سىن"
"video call","سىنلىق چاقىرىش"
"video capture device","سىنئالغۇچ"
"video card","سىن كارتا"
"video chat","سىنلىق پاراڭ"
"video conferencing","سىنلىق يىغىن"
"video library","سىن ئامبىرى"
"video mail","سۈرەتلىك خەت"
"video message","سۈرەتلىك ئۇچۇر"
"video messages","سىنلىق ئۇچۇرلار"
"video snapshot","سىن تېز رەسىمى"
"video storage","سىن ساقلانمىسى"
"Video Styles","سىن ئۇسلۇبلىرى"
"view","كۆرۈنمە"
"view-only","كۆرۈشكىلا بولىدىغان"
"view type","كۆرۈنۈش تىپى"
"vignette","بېزەك"
"virtual","مەۋھۇم"
"virtual desktop","مەۋھۇم ئۈستەليۈزى"
"virtual directory","مەۋھۇم مۇندەرىجە"
"virtual disk","مەۋھۇم دىسكا"
"virtual field trip","مەۋھۇم دالا يۈرۈشى"
"virtual private network","مەۋھۇم خۇسۇسىي تور"
"virtual ruler","مەۋھۇم سىزغۇچ"
"Virtual Smart Card","مەۋھۇم ئەقلىي كارتا"
"virtual smart card","مەۋھۇم ئەقلىي كارتا"
"virtual surround sound","مەۋھۇم ئەتراپ ئاۋاز"
"virus","ۋىرۇس"
"virus protection","ۋىرۇستىن ساقلىنىش"
"virus scanner","ۋىرۇس تەكشۈرگۈچ"
"Virus & threat protection","ۋىرۇس ۋە تەھدىتتىن قوغداش"
"Virus & threat protection updates","ۋىرۇس ۋە تەھدىتتىن قوغداش يېڭىلانمىلىرى"
"visibility","كۆرۈنۈش"
"visibility mode","كۆرۈنمە ھالەت"
"Visio","Visio"
"Visual Basic","Visual Basic"
"visual challenge","كۆرۈنمە سۈرۈشتۈرۈش"
"Visual Designer","كۆرۈنمە لايھەلىگۈچى"
"visualization","كۆرۈنمە"
"visualizer","كۆرسەتكۈچ"
"Visual Studio Tools for Applications","Visual Studio ئەپ قوراللىرى"
"Vocabulary Choice","سۆزلۈك تاللىشى"
"voice call","ئاۋازلىق چاقىرىش"
"voice comment","ئاۋازلىق ئىنكاس"
"voice messaging","ئاۋازلىق ئۇچۇرلىشىش"
"voice recognition","ئاۋاز تونۇش"
"Voice Recorder","ئۇنئالغۇ"
"volume","ئاۋاز مىقدارى"
"volume application","توپ ئەپ"
"volume control button","ئاۋاز مىقدارى كونترول كۇنۇپكىسى"
"VPN","VPN"
"VRR","VRR"
"VSTA","VSTA"
"W3","W3"
"W9","W9"
"WAIS","WAIS"
"wallpaper","تامقەغەز"
"Wallpaper & lock screens","تامرەسىم ۋە قۇلۇپ ئېكرانلىرى"
"WAN","WAN"
"warning message","ئاگاھلاندۇرۇش ئۇچۇرى"
"watch","كۆرۈش"
"Watercolor","سۇباسما"
"waterfall chart","شارقىراتما گىرافىك"
"watermark","سۇ باسما"
"Weather","ھاۋارايى"
"Weather Bar","ھاۋارايى كۆزنىكى"
"Web","تور"
"web","تور"
"web address","تور ئادرېس"
"web app","تور ئەپى"
"Web archive","تور ئارخىپى"
"Web beacon","تور بەلگىسى"
"Web browser","تور كۆرگۈچ"
"Web browsing","تور كۆرۈش"
"webcam","تور كامېراسى"
"Web Clipper","تور كەسكۈچ"
"WebDAV","WebDAV"
"Web discussion","تور مۇنازىرىسى"
"Web Distributed Authoring and Versioning","توردا تارقىتىلىدىغان ئىجادىيەت"
"web feed","تور بوغۇزى"
"web filtering","تور سۈزۈش"
"Web hosting","تور سۇپىسى"
"web layout view","تور لايھەسى كۆرۈنۈشى"
"web log","تور خاتىرىسى"
"Web Note","تور خاتىرىسى"
"web package","تور بولىقى"
"Web page","تور بەت"
"web page","بەت"
"Web Page Preview","تور بەت كۆرۈنۈشى"
"Web Part","تور بۆلىكى"
"web part","تور بۆلىكى"
"Web Part zone","تور بۆلىكى رايونى"
"web presence provider","تور مۇلازىمىتى تەمىنلىگۈچى"
"Web protection","تور قوغداش"
"Web query","تور كۆرسەتمىلىرى"
"Web server","تور مۇلازىمىتېرى"
"Web service","تور مۇلازىمىتى"
"Web site","تور بېكىتى"
"week number","ھەپتە نومۇرى"
"weight","ئېغىرلىق"
"Wellbeing","ساقلىق"
"wet ink","ھۆل بوياق"
"what-if analysis","قىياس ئانالىزى"
"what's new","يېڭىلىقلار"
"What's New","يېڭىلىقلار"
"whiteboard","ئاق دوسكا"
"WID","WID"
"Wide Area Information Server","كەڭ رايونلۇق ئۇچۇر مۇلازىمىتېرى"
"wide area network","كەڭ رايونلۇق تور"
"widget","بىرىكمە"
"widow","يالغۇز قۇر"
"Wi-Fi","Wi-Fi"
"WiFi","WiFi"
"Wi-Fi Direct","Wi-Fi Direct"
"Wi-Fi hotspot","Wi-Fi تور نۇقتىسى"
"wildcard character","ئورتاق بەلگە"
"window","كۆزنەك"
"Window Gallery","كۆزنەك توپلىمى"
"Windows","Windows"
"Windows 10","Windows 10"
"Windows 10 Anniversary Update","Windows 10 يىللىق يېڭىلانمىسى"
"Windows 10 Business","Windows 10 Business"
"Windows 10 Creators Update","Windows 10 قۇرغۇچىلار يېڭىلانمىسى"
"Windows 10 Education","Windows 10 Education"
"Windows 10 Enterprise","Windows 10 Enterprise"
"Windows 10 Enterprise 2015 LTSB","Windows 10 Enterprise 2015 LTSB"
"Windows 10 Enterprise 2015 LTSB Evaluation","Windows 10 Enterprise 2015 LTSB Evaluation"
"Windows 10 Enterprise 2016 LTSB","Windows 10 Enterprise 2016 LTSB"
"Windows 10 Enterprise Evaluation","Windows 10 Enterprise Evaluation"
"Windows 10 Enterprise Insider Preview","Windows 10 Enterprise Insider Preview"
"Windows 10 Fall Creators Update","Windows 10 Fall Creators Update"
"Windows 10 Holographic","Windows 10 Holographic"
"Windows 10 Home","Windows 10 Home"
"Windows 10 Home Insider Preview","Windows 10 Home Insider Preview"
"Windows 10 Home Single Language","Windows 10 Home Single Language"
"Windows 10 IoT Core","Windows 10 IoT Core"
"Windows 10 IoT Enterprise","Windows 10 IoT Enterprise"
"Windows 10 Mobile Insider Preview","Windows 10 Mobile Insider Preview"
"Windows 10 Pro","Windows 10 Pro"
"Windows 10 Pro for Workstations","Windows 10 Pro for Workstations"
"Windows 10 Pro Insider Preview","Windows 10 Pro Insider Preview"
"Windows 7 hardware logo","Windows 7 قاتتىق دېتال بەلگىسى"
"Windows 7 logo","Windows 7 بەلگىسى"
"Windows 7 Logo Program","Windows 7 بەلگىسى پىروگراممىسى"
"Windows 7 software logo","Windows 7 يۇمشاق دېتال بەلگىسى"
"Windows 8","Windows 8"
"Windows 8.1 Enterprise","Windows 8.1 Enterprise"
"Windows 8.1 Enterprise Update","Windows 8.1 Enterprise Update"
"Windows 8.1 Pro","Windows 8.1 Pro"
"Windows 8.1 Pro for Education","Windows 8.1 Pro for Education"
"Windows 8.1 Pro Update","Windows 8.1 Pro Update"
"Windows 8.1 Pro with Media Center","Windows 8.1 Pro قوشۇلغان Media Center"
"Windows 8.1 Pro with Media Center Update","Windows 8.1 Pro قوشۇلغان Media Center Update"
"Windows 8.1 Single Language","Windows 8.1 Single Language"
"Windows 8.1 Single Language Update","Windows 8.1 Single Language Update"
"Windows 8.1 Update","Windows 8.1 Update"
"Windows 8.1 with Bing","Windows 8.1 Bing نەشرى"
"Windows 8 Consumer Preview","Windows 8 Consumer Preview"
"Windows 8 Enterprise","Windows 8 Enterprise"
"Windows 8 Media Center Pack","Windows 8 Media Center Pack"
"Windows 8 Pro","Windows 8 Pro"
"Windows 8 Pro Pack","Windows 8 Pro Pack"
"Windows 8 Pro with Media Center","Media Center قوشۇلغان Windows 8 Pro"
"Windows 8 Release Preview","Windows 8 Release Preview"
"Windows 8 Single Language","Windows 8 Single Language"
"Windows 8 Upgrade Assistant","Windows 8 دەرىجە ئۆستۈرۈش ياردەمچىسى"
"Windows AC","Windows AC"
"Windows activation","Windows ئاكتىپلاشتۇرۇش"
"Windows Alarms & Clock","Windows قوڭغۇراق ۋە سائەت"
"Windows Anytime Upgrade","Windows Anytime Upgrade"
"Windows API","Windows API"
"Windows Assessment Console","Windows Assessment Console"
"Windows Autopilot","Windows Autopilot"
"Windows Autopilot Deployment","Windows Autopilot Deployment"
"Windows Backup","Windows زاپاسلاش"
"Windows button","Windows كۇنۇپكىسى"
"Windows Calculator","Windows ھېسابلىغۇچ"
"Windows Calendar","Windows كالېندار"
"Windows Call","Windows تېلېفون"
"Windows Camera","Windows كامېرا"
"Windows Certification Program","Windows گۇۋاھنامە پىروگراممىسى"
"Windows Communications Apps","Windows خەۋەرلىشىش ئەپلىرى"
"Windows Community","Windows مەھەللىسى"
"Windows Defender","Windows Defender"
"Windows Defender Advanced Security Center","Windows Defender ئالىي بىخەتەرلىك مەركىزى"
"Windows Defender Antivirus","Windows Defender ۋىرۇسخورى"
"Windows Defender Application Control","Windows Defender ئەپ كوننۇروللىغۇچ"
"Windows Defender Application Guard","Windows Defender ئەپ قوغدىغۇچ"
"Windows Defender ATP","Windows Defender ATP"
"Windows Defender Credential Guard","Windows Defender Credential Guard"
"Windows Defender Device Control","Windows Defender ئۈسكۈنە تىزگىنى"
"Windows Defender Device Guard","Windows Defender Device Guard"
"Windows Defender Exploit Guard","Windows Defender ساقلىق قوغدىغۇچ"
"Windows Defender Firewall","Windows Defender ئوتتېمى"
"Windows Defender Hub","Windows Defender Hub"
"Windows Defender Offline","Windows Defender تورسىز نۇسخىسى"
"Windows Defender System Guard","Windows Defender سىستېما قوغدىغۇچ"
"Windows Desktop Apps Certification Kit","Windows ئۈستەليۈزى ئەپلەر گۇۋاھنامە قورالى"
"Windows Developer Preview","Windows ئىجادىيەتچىلەر كۆرۈپ بېقىش نەشرى"
"Windows Device Portal","Windows ئۈسكۈنە ئېغىزى"
"Windows DVD Player","Windows DVD قويغۇچ"
"Windows Easy Transfer","Windows ئاسان يۆتكىگۈچى"
"Windows Error Reporting","Windows خاتالىقىنى دوكلات قىلىش"
"Windows Essentials","Windows يۈرۈشلۈك دېتاللىرى"
"Windows Essentials 2012","Windows يۈرۈشلۈك دېتاللىرى 2012"
"Windows Explorer","Windows كۆرگۈچى"
"Windows Feedback Hub","Windows تەكلىپ-پىكىر مەركىزى"
"Windows Hardware Certification Kit","Windows قاتتىق دېتال گۇۋاھنامە قورالى"
"Windows HCK","Windows HCK"
"Windows HD Color","Windows HD Color"
"Windows Health Attestation Service","Windows ساغلىقنى ساقلاش ئىسپات مۇلازىمىتى"
"Windows Hello","Windows Hello"
"Windows Hello face","Windows Hello يۈزى"
"Windows Hello fingerprint","Windows Hello بارماق ئىزى"
"Windows Hello for Business","Windows Hello كارخانا نەشرى"
"Windows Hello iris","Windows Hello كۆزى"
"Windows Holographic for Business","Windows Holographic for Business"
"Windows Information Protection","Windows ئۇچۇر قوغداش"
"Windows Ink","Windows Ink"
"Windows Ink toolbar","Windows Ink قورالبالدىقى"
"Windows Ink Workspace","Windows Ink ئىش سۇپىسى"
"Windows Insider","Windows ئىچكى"
"Windows Insider Community Forum","Windows ئۆزلەر مەھەللىسى مۇنبىرى"
"Windows Insider Hub","ئىچكى Windows مەركىزى"
"Windows Insider Preview","Windows Insider Preview"
"Windows Insider Program","Windows ئىچكى پىروگراممىسى"
"Windows Insider Program for Business","سودا ئۈچۈن Windows ئىچكى پىروگراممىسى"
"Windows Installation Compatibility Advisor","Windows قاچىلاش ماسلىشىشچانلىقى مەسلىھەتچىسى"
"Windows Internal Database","Windows ئىچكى ساندان"
"Windows Live Alerts","Windows Live ئەسكەرتمە"
"Windows Live Calendar","Windows Live كالېندار"
"Windows Live Call","Windows Live تېلېفون"
"Windows Live Contacts","Windows Live كىشىلەر"
"Windows Live Devices","Windows Live ئۈسكۈنىلەر"
"Windows Live Essentials","Windows Live يۈرۈشلۈك دېتاللىرى"
"Windows Live Events","Windows Live پائالىيەت"
"Windows Live Family Safety","Windows Live ئائىلە بىخەتەرلىكى"
"Windows Live FrameIt","Windows Live سۈرەت رامكىسى"
"Windows Live Groups","Windows Live گۇرۇپپىلار"
"Windows Live Home","Windows Live باشبەت"
"Windows Live Hotmail","Windows Live Hotmail"
"Windows Live Mail","Windows Live خەت"
"Windows Live Messenger","Windows Live Messenger"
"Windows Live Movie Maker","Windows Live كىنو ئىشلىگۈچ"
"Windows Live Photo Gallery","Windows Live سۈرەت ئامبىرى"
"Windows Live Sign-in Assistant","Windows Live تىزىملىتىش ياردەمچىسى"
"Windows Live Spaces","Windows Live بوشلۇق"
"Windows Live Toolbar","Windows Live قورالبالداق"
"Windows Live Writer","Windows Live يازغۇچ"
"Windows Location Provider","Windows ئورۇن تەمىنلىگۈچى"
"Windows Mail","Windows خەت"
"Windows Maps","Windows خەرىتىلىرى"
"Windows Messaging","Windows ئۇچۇر"
"Windows Metafile Format","Windows Metafile فورماتى"
"Windows Mixed Reality","Windows Mixed Reality"
"Windows Mixed Reality motion controller","ھەرىكەت كونتروللىغۇچ Windows Mixed Reality"
"Windows Mixed Reality Settings","Windows Mixed Reality تەڭشەكلىرى"
"Windows Mixed Reality Ultra","Windows Mixed Reality Ultra"
"Windows Mobility Center","Windows كۆچمە مەركىزى"
"Windows MultiPoint Server Repair Service","Windows MultiPoint Server رېمونتلاش مۇلازىمىتى"
"Windows People","Windows ئادەملەر"
"Windows Perception Service","Windows سەزمە مۇلازىمىتى"
"Windows Phone","Windows Phone"
"Windows Photo Gallery","Windows سۈرەت ئامبىرى"
"Windows Photos","Windows سۈرەتلەر"
"Windows Push Notification Service","Windows ئۇقتۇرۇش يەتكۈزۈش مۇلازىمىتى"
"Windows RE","Windows RE"
"Windows Reader","Windows ئوقۇغۇچ"
"Windows Reading List","Windows ئوقۇش تىزىملىكى"
"Windows Remote Assistance","Windows يىراق ياردىمى"
"Windows RT","Windows RT"
"Windows RT 8.1 Update","Windows RT 8.1 Update"
"Windows Scan","Windows سايىلەش"
"Windows Search","Windows Search"
"Windows service","Windows مۇلازىمىتى"
"Windows SideShow","Windows بىرمۇبىر كۆرسىتىش"
"Windows SmartScreen","Windows SmartScreen"
"Windows Sonic for Headphones","تاقىما تىڭشىغۇچ ئۈچۈن Windows Sonic"
"Windows Speech Recognition","Windows ئاۋاز پەرقلەندۈرۈش"
"Windows spotlight","Windows يارقىن نۇقتىسى"
"Windows Themes","Windows ئۇسلۇبلىرى"
"Windows To Go","Windows To Go"
"Windows Update","Windows Update"
"Windows Update Delivery Optimization","Windows Update نى يەتكۈزۈشنى ئەلالاشتۇرۇش"
"Windows Update for Business","كارخانا نۇسخىسىغا Windows Update"
"Windows Voice Recorder","Windows ئۈنئالغۇسى"
"wink","كارتون"
"wireframe contour chart","ئومۇمىي كۆرۈنۈشلۈك سىخېما"
"wireless","سىمسىز"
"wireless display","سىمسىز كۆرسىتىش"
"wireless LAN","Windows دائىرىلىك تور"
"wish list","ئۈمىت تىزىملىگى"
"with one click","بىر چېكىپ"
"wizard","يېتەكچى"
"WLAN","WLAN"
"WLL","WLL"
"WNS","WNS"
"wobble correction","ئاغما توغرىلاش"
"Word","سۆز"
"Word Add-in Library","Word قوشۇلما ئامبىرى"
"WordArt","WordArt"
"WordArt text","WordArt تېكىست"
"word breaker","سۆز بۆلگۈچ"
"word cloud","سۆز بۇلۇتى"
"Word Count","سۆز سانى"
"word extraction dictionary","سۆز تاللىۋېلىش لۇغىتى"
"Word Mobile Viewer","Word Mobile Viewer"
"word part extraction dictionary","بار سۆز تاللىۋېلىش لۇغىتى"
"Word Prediction","سۆز مۆلچەرلەش"
